volume,tipo,caratteri
V010,contenuto,968
V010,contenuto,7031
V010,contenuto,1428
V010,contenuto,2915
V010,contenuto,2785
V010,contenuto,6975
V010,contenuto,1200
V010,contenuto,5155
V010,contenuto,1482
V010,contenuto,1816
V010,contenuto,2637
V010,contenuto,666
V010,contenuto,1451
V010,contenuto,5270
V010,contenuto,3971
V010,contenuto,385
V010,contenuto,2013
V010,contenuto,115
V010,contenuto,2069
V010,contenuto,211
V011,,
V011,struttura,6505
V011,struttura,14003
V011,struttura,103087
V011,struttura,4278
V011,struttura,8741
V011,struttura,8053
V011,struttura,7838
V011,struttura,7069
V011,struttura,5431
V011,struttura,7594
V011,struttura,8752
V011,struttura,16872
V011,struttura,13030
V011,struttura,10513
V011,struttura,12518
V011,struttura,10606
V011,struttura,12414
V011,struttura,6089
V011,struttura,20899
V011,struttura,15228
V012,,
V012,struttura,101372
V012,struttura,71831
V013,,
V013,struttura,29710
V013,struttura,19444
V013,struttura,19215
V013,struttura,9472
V013,struttura,18933
V013,struttura,11673
V013,struttura,21379
V013,struttura,16942
V013,struttura,32526
V013,struttura,20385
V013,struttura,26646
V013,struttura,27744
V014,,
V014,struttura,16589
V014,struttura,21352
V014,struttura,15759
V014,struttura,21024
V014,struttura,27471
V014,struttura,18942
V014,struttura,9287
V014,struttura,27715
V014,struttura,26498
V014,struttura,14556
V014,struttura,22351
V015,,
V015,struttura,86718
V015,struttura,66376
V015,struttura,64455
V015,struttura,83147
V015,struttura,-300705
V016,,
V016,struttura,5655
V016,struttura,11155
V016,struttura,8423
V016,struttura,5076
V016,struttura,4142
V016,struttura,8674
V016,struttura,6818
V016,struttura,8198
V017,,
V017,struttura,236791
V017,struttura,173243
V018,struttura,1584
V018,struttura,731
V018,struttura,765
V018,struttura,1436
V018,struttura,1647
V018,struttura,1398
V018,struttura,2397
V018,struttura,1732
V018,struttura,1590
V018,struttura,1161
V018,struttura,1268
V018,struttura,3114
V018,struttura,3881
V018,struttura,1844
V018,struttura,1499
V018,struttura,1466
V018,struttura,1480
V018,struttura,1599
V018,struttura,2736
V018,struttura,2194
V018,struttura,1587
V018,struttura,2471
V018,struttura,1971
V018,struttura,1690
V018,struttura,1786
V018,struttura,1314
V018,struttura,2300
V018,struttura,1933
V018,struttura,1192
V018,struttura,1740
V018,struttura,1034
V018,struttura,1874
V018,struttura,1172
V018,struttura,2095
V018,struttura,1010
V018,struttura,1050
V018,struttura,906
V018,struttura,2613
V018,struttura,2145
V018,struttura,397
V018,struttura,2815
V018,struttura,2163
V018,struttura,2043
V018,struttura,1608
V018,struttura,2544
V018,struttura,2301
V018,struttura,1966
V018,struttura,1920
V018,struttura,1068
V018,struttura,3697
V018,struttura,2631
V018,struttura,2941
V018,struttura,3485
V018,struttura,1271
V018,struttura,3856
V018,struttura,1826
V018,struttura,763
V018,struttura,1222
V018,struttura,1052
V018,struttura,1708
V018,struttura,1692
V018,struttura,1610
V018,struttura,2549
V018,struttura,2228
V018,struttura,4205
V018,struttura,1530
V018,struttura,2631
V018,struttura,1837
V018,struttura,2386
V018,struttura,2302
V018,struttura,2470
V018,struttura,2772
V018,struttura,2262
V018,struttura,3178
V018,struttura,1945
V019,struttura,62830
V019,struttura,98778
V021,struttura,26102
V021,contenuto,5179
V021,struttura,13648
V021,contenuto,2304
V021,contenuto,2076
V021,contenuto,2946
V021,contenuto,45030
V021,contenuto,27985
V021,contenuto,3891
V021,contenuto,-158356
V021,struttura,13597
V021,contenuto,10811
V021,contenuto,8322
V021,contenuto,28544
V021,struttura,53561
V021,struttura,21550
V021,contenuto,8323
V021,contenuto,6485
V021,contenuto,15064
V021,contenuto,1047
V021,struttura,15434
V021,contenuto,10821
V021,contenuto,347
V022,struttura,65001
V022,struttura,52483
V022,struttura,47075
V023,struttura,281176
V023,struttura,129693
V023,struttura,104541
V023,struttura,91199
V018,,
V019,,
V021,,
V022,,
V023,,
