volume,tipo,caratteri
V010,interazione,968
V010,interazione,7031
V010,attesa,1428
V010,interazione,2915
V010,interazione,2785
V010,interazione,6975
V010,interazione,1200
V010,interazione,5155
V010,interazione,1482
V010,rivelazione,1816
V010,intenzione,2637
V010,interazione,666
V010,attesa,1451
V010,interazione,5270
V010,interazione,3971
V010,interazione,385
V010,attesa,2013
V010,interazione,115
V010,spostamento,2069
V010,attesa,211
V011,interazione,6505
V011,attesa,14003
V011,interazione,103087
V011,interazione,4278
V011,interazione,8741
V011,interazione,8053
V011,interazione,7838
V011,intenzione,7069
V011,interazione,5431
V011,angoscia/delusione,7594
V011,,8752
V011,struttura,16872
V011,struttura,13030
V011,struttura,10513
V011,struttura,12518
V011,struttura,10606
V011,struttura,12414
V011,struttura,6089
V011,struttura,20899
V011,struttura,15228
V012,struttura,101372
V012,struttura,71831
V013,struttura,29710
V013,struttura,19444
V013,struttura,19215
V013,struttura,9472
V013,struttura,18933
V013,struttura,11673
V013,struttura,21379
V013,struttura,16942
V013,struttura,32526
V013,,20385
V013,struttura,26646
V013,struttura,27744
V014,,16589
V014,struttura,21352
V014,struttura,15759
V014,struttura,21024
V014,struttura,27471
V014,struttura,18942
V014,struttura,9287
V014,struttura,27715
V014,struttura,26498
V014,struttura,14556
V014,struttura,22351
V015,struttura,86718
V015,struttura,66376
V015,,64455
V015,struttura,83147
V015,struttura,2292
V016,struttura,5655
V016,struttura,11155
V016,struttura,8423
V016,struttura,5076
V016,struttura,4142
V016,struttura,8674
V016,struttura,6818
V016,struttura,8198
V017,struttura,236791
V017,,173243
V018,struttura,1584
V018,struttura,731
V018,struttura,765
V018,struttura,1436
V018,struttura,1647
V018,,1398
V018,cornice,2397
V018,racconto incastonato,1732
V018,racconto incastonato,1590
V018,racconto incastonato,1161
V018,racconto incastonato,1268
V018,racconto incastonato,3114
V018,racconto incastonato,3881
V018,racconto incastonato,1844
V018,,1499
V018,struttura,1466
V018,struttura,1480
V018,cornice,1599
V018,racconto incastonato,2736
V018,racconto incastonato,2194
V018,racconto incastonato,1587
V018,racconto incastonato,2471
V018,racconto incastonato,1971
V018,racconto incastonato,1690
V018,racconto incastonato,1786
V018,racconto incastonato,1314
V018,racconto incastonato,2300
V018,racconto incastonato,1933
V018,cornice,1192
V018,cornice,1740
V018,racconto incastonato,1034
V018,racconto incastonato,1874
V018,racconto incastonato,1172
V018,racconto incastonato,2095
V018,racconto incastonato,1010
V018,cornice,1050
V018,cornice,906
V018,racconto incastonato,2613
V018,racconto incastonato,2145
V018,racconto incastonato,397
V018,racconto incastonato,2815
V018,racconto incastonato,2163
V018,cornice,2043
V018,cornice,1608
V018,racconto incastonato,2544
V018,racconto incastonato,2301
V018,racconto incastonato,1966
V018,racconto incastonato,1920
V018,racconto incastonato,1068
V018,cornice,3697
V018,cornice,2631
V018,racconto incastonato,2941
V018,racconto incastonato,3485
V018,racconto incastonato,1271
V018,racconto incastonato,3856
V018,racconto incastonato,1826
V018,cornice,763
V018,cornice,1222
V018,racconto incastonato,1052
V018,racconto incastonato,1708
V018,racconto incastonato,1692
V018,racconto incastonato,1610
V018,racconto incastonato,2549
V018,cornice,2228
V018,cornice,4205
V018,racconto incastonato,1530
V018,racconto incastonato,2631
V018,racconto incastonato,1837
V018,racconto incastonato,2386
V018,racconto incastonato,2302
V018,cornice,2470
V018,cornice,2772
V018,cornice,2262
V018,racconto incastonato,3178
V018,racconto incastonato,1945
V019,racconto incastonato,62830
V019,racconto incastonato,98778
V021,cornice,26102
V021,cornice,5179
V021,cornice,13648
V021,cornice,2304
V021,racconto incastonato,2076
V021,racconto incastonato,2946
V021,racconto incastonato,45030
V021,racconto incastonato,27985
V021,racconto incastonato,3891
V021,racconto incastonato,65027
V021,racconto incastonato,13597
V021,racconto incastonato,10811
V021,racconto incastonato,8322
V021,racconto incastonato,28544
V021,cornice,53561
V021,struttura,21550
V021,struttura,8323
V021,racconto incastonato,6485
V021,interazione,15064
V021,racconto incastonato,1047
V021,interazione,15434
V021,interazione,10821
V021,interazione,347
V022,interazione,65001
V022,interazione,52483
V022,interazione,47075
V023,interazione,281176
V023,racconto incastonato,129693
V023,interazione,104541
V023,interazione,91199
,interazione,
,racconto incastonato,
,racconto incastonato,
,interazione,
,interazione,
,interazione,
,interazione,
,racconto incastonato,
,interazione,
,interazione,
,struttura,
,struttura,
,struttura,
,struttura,
,struttura,
,struttura,
,struttura,
